City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Mumbai,Powai Tech Park,Chhatrapati Shivaji Maharaj Terminus,57.14,Premium,53.8,19.1176,72.906,18.9398,72.8355,IT Park,Railway Station,Clear,Cold,,Moderate,Highway,0.0,Late Night,Weekday,No,Normal,3/3/2025,1626
Chennai,Adyar,Apollo Hospital Greams Road,81.6,Premium,93.8,13.0064,80.2565,13.0604,80.2496,Residential,Hospital,Cloudy,Warm,,High,Highway,2.0,Midday,Weekday,Yes,Public Holiday,3/4/2025,2208
Pune,Ruby Hall Clinic,Pune Airport (Lohegaon),74.51,Premium,61.2,18.5362,73.8785,18.5793,73.9089,Hospital,Airport,Cloudy,Warm,,Low,Highway,3.0,Midday,Weekday,No,Normal,9/15/2025,2126
Bangalore,Electronic City (nearby),Indiranagar,357.7,Mini,1369.3,12.8593,77.6646,12.9719,77.6412,IT Park,Residential,Clear,Warm,,High,City Road,0.0,Morning Rush,Weekday,Yes,Normal,6/24/2025,4224
Delhi,Cyber City Gurgaon,Cyber City Gurgaon (nearby),262.06,SUV,639.5,28.4949,77.0891,28.5023,77.0868,IT Park,IT Park,Clear,Very Hot,,Moderate,City Road,2.0,Midday,Weekend,Yes,Normal,11/29/2025,4344
Delhi,Anand Vihar ISBT,Rajiv Chowk Metro Station (nearby),61.69,Sedan,58.7,28.6469,77.3152,28.6394,77.2109,Bus Stand,Metro Station,Fog,Cold,,Low,Highway,2.0,Late Night,Weekday,No,Normal,10/29/2025,1065
Bangalore,Manyata Tech Park,Koramangala (nearby),176.69,Bike,121.2,13.045,77.62,12.9382,77.6054,IT Park,Residential,Fog,Pleasant,,Low,Expressway,1.0,Late Night,Weekend,Yes,Normal,4/13/2025,1986
Chennai,Vellore City Centre,OMR IT Corridor Sholinganallur,246.5,Auto,242.3,12.9165,79.1325,12.901,80.2279,Residential,IT Park,Clear,Warm,,Moderate,Highway,1.0,Midday,Weekday,Yes,Normal,7/3/2025,2864
Bangalore -> Chennai,"Electronic City, Bangalore","T Nagar, Chennai",34.3,Mini,29.7,12.8452,77.6602,13.0418,80.2341,Commercial,Residential,Cloudy,Pleasant,,High,Expressway,0.0,Late Night,Weekend,No,Normal,11/2/2025,797
Mumbai,Bandra,Infiniti Mall Malad,353.08,Black,377.2,19.0596,72.8295,19.1759,72.8397,Residential,Mall,Cloudy,Pleasant,,High,Highway,4.0,Morning,Weekend,Yes,Festival,10/12/2025,10580
Chennai,Apollo Hospital Greams Road,Chennai International Airport,321.64,XL,291.5,13.0604,80.2496,12.9941,80.1709,Hospital,Airport,Clear,Pleasant,,Low,Highway,1.0,Night,Weekday,Yes,Public Holiday,1/2/2025,6249
Delhi,New Delhi Railway Station,Vasant Kunj,202.58,Auto,138.9,,77.2194,28.52,77.159,Railway Station,Residential,Clear,Warm,,Moderate,Expressway,0.0,Morning Rush,Weekend,Yes,Normal,5/4/2025,2340
Bangalore,MG Road Metro Station,RV College of Engineering,386.88,SUV,1225.7,12.9757,77.608,12.9237,77.4989,Metro Station,College,Clear,Hot,,High,City Road,5.0,Night,Weekday,Yes,Major Event,12/15/2025,6986
Delhi,Vasant Kunj,Noida Sector 62 IT Park,167.69,Auto,143.6,28.52,77.159,28.627,77.372,Residential,IT Park,Clear,Warm,,Low,Highway,0.0,Midday,Weekday,No,Normal,8/27/2025,1739
Chennai,Velachery,Chennai International Airport (nearby),393.66,Auto,305.4,12.9791,80.2211,12.9908,80.1721,Residential,Airport,Rain,Pleasant,Moderate,Moderate,Expressway,3.0,Late Night,Weekend,No,Normal,5/4/2025,4926
Bangalore,HSR Layout (nearby),RV College of Engineering,267.5,Auto,521.2,12.9036,77.6387,12.9237,77.4989,Residential,College,Rain,Pleasant,Heavy,Low,City Road,5.0,Late Night,Weekday,No,Normal,11/20/2025,3383
Chennai,Phoenix Marketcity Chennai (nearby),Vellore City Centre,254.23,Auto,494.6,12.9994,80.2172,12.9165,79.1325,Mall,Residential,Clear,Pleasant,,Low,City Road,0.0,Late Night,Weekday,Yes,Normal,6/11/2025,2768
Bangalore,Manyata Tech Park,Malleswaram,67.22,Sedan,231.3,13.045,77.62,13.0037,77.573,IT Park,Residential,Cloudy,Pleasant,,High,City Road,2.0,Late Night,Weekend,Yes,Public Holiday,9/6/2025,1354
Pune,Sassoon General Hospital,Vanaz Metro Station,352.89,Mini,761.9,18.5195,73.8664,18.5023,73.8074,Hospital,Metro Station,Clear,Hot,,Low,City Road,0.0,Late Night,Weekend,No,Normal,9/14/2025,4268
Hyderabad,Ameerpet Metro Station (nearby),Inorbit Mall HITEC City (nearby),171.57,Bike,160.7,17.4467,78.4532,17.425,78.3943,Metro Station,Mall,Heavy Rain,Cold,Heavy,Low,Highway,0.0,Late Night,Weekend,No,Normal,3/22/2025,1792
Chennai,Express Avenue Mall,Anna University,65.73,Sedan,67.0,13.0594,80.2599,13.0108,80.2353,Mall,College,Cloudy,Pleasant,,High,Highway,0.0,Morning Rush,Weekend,Yes,Normal,5/10/2025,1301
Delhi,Rohini,New Delhi Railway Station,6.03,SUV,29.1,28.7495,77.0565,28.643,77.2194,Residential,Railway Station,Cloudy,Pleasant,,Severe,City Road,0.0,Evening Rush,Weekday,No,Normal,5/9/2025,516
Mumbai,Andheri,Andheri Metro Station,224.34,Mini,638.3,19.1197,72.8468,19.1197,72.8468,Commercial,Metro Station,Fog,Pleasant,,Moderate,City Road,3.0,Late Night,Weekend,Yes,Normal,5/18/2025,2959
Pune,Phoenix Marketcity Mall,Magarpatta Cybercity,211.43,Mini,219.2,18.561,73.9169,18.5158,73.9291,Mall,IT Park,Clear,Pleasant,,High,Highway,0.0,Evening Rush,Weekday,No,Normal,2/13/2025,2830
Bangalore,Narayana Health City,Koramangala 1st Block,288.02,Bike,645.6,12.8107,77.6858,12.928,77.622,Hospital,Residential,Clear,Warm,,Low,City Road,0.0,Late Night,Weekday,No,Normal,2/20/2025,2401
Chennai,Chennai International Airport (nearby),AG-DMS Metro Station (nearby),356.21,Auto,799.8,12.9908,80.1721,13.0569,80.2458,Airport,Metro Station,Clear,Warm,,Low,City Road,,Night,Weekend,No,Normal,12/14/2025,3521
Bangalore,KSR Bangalore City Railway Station,MG Road,32.68,SUV,33.8,12.9767,77.5713,12.9757,77.6079,Railway Station,Commercial,Clear,Hot,,Moderate,Highway,0.0,Late Night,Weekday,No,Normal,3/27/2025,868
Bangalore,Orion Mall,Manipal Hospital Old Airport Road (nearby),292.87,Auto,576.2,13.0108,77.5551,12.9667,77.6281,Mall,Hospital,Clear,Pleasant,,Low,City Road,3.0,Night,Weekend,Yes,Public Holiday,1/5/2025,3456
Hyderabad,Osmania University,Banjara Hills (nearby),75.78,XL,168.9,17.4126,78.5277,17.4182,78.4231,College,Residential,Clear,Pleasant,,Low,City Road,0.0,Late Night,Weekend,No,Normal,3/23/2025,1485
Pune,Pimpri,Koregaon Park,343.41,Sedan,437.4,18.6298,73.7997,18.5362,73.8938,Commercial,Residential,Cloudy,Pleasant,,Severe,Highway,0.0,Evening Rush,Weekend,Yes,Normal,1/18/2025,4809
Delhi,Connaught Place,Kashmere Gate ISBT,327.81,Mini,618.6,28.6315,77.2167,28.6675,77.2273,Commercial,Bus Stand,,Pleasant,,Moderate,Rural Road,0.0,Late Night,Weekday,No,Normal,4/29/2025,4121
Pune,Phoenix Marketcity Mall,Camp (Pune Camp),216.78,Sedan,183.8,18.561,73.9169,18.5122,73.8804,Mall,Commercial,Clear,Hot,,Severe,Expressway,0.0,Midday,Weekday,Yes,Normal,6/13/2025,3506
Pune,Magarpatta Cybercity (nearby),Koregaon Park (nearby),284.39,Bike,190.1,18.5298,73.9189,18.5221,73.8987,IT Park,Residential,Clear,Pleasant,,Low,Expressway,5.0,Morning Rush,Weekday,No,Normal,12/17/2025,2874
Chennai,Anna University,Koyambedu (CMBT) Bus Stand (nearby),126.43,Bike,115.5,13.0108,80.2353,13.0764,80.1995,College,Bus Stand,Fog,Cold,,Moderate,Highway,5.0,Midday,Weekday,No,Normal,8/26/2025,1392
Mumbai,Borivali (nearby),Phoenix Marketcity Kurla,189.0,Sedan,170.4,19.2348,72.844,19.0862,72.889,Residential,Mall,Heavy Rain,Pleasant,Heavy,Low,Highway,0.0,Evening Rush,Weekend,No,Normal,2/15/2025,2919
Mumbai -> Pune,Savitribai Phule Pune University,Ghatkopar Metro Station,328.83,XL,300.8,18.5529,73.8256,19.0857,72.9086,College,Metro Station,Cloudy,Warm,,Low,Highway,0.0,Night,Weekend,Yes,Normal,10/26/2025,5990
Pune -> Mumbai,Worli,Chhatrapati Shivaji Maharaj Intl Airport,184.25,Auto,194.8,19.0176,72.8162,19.0896,72.8656,Residential,Airport,Clear,Pleasant,,High,Highway,0.0,Late Night,Weekday,No,Normal,4/22/2025,2146
Pune,Magarpatta Cybercity (nearby),Kalyani Nagar (nearby),143.76,Comfort,140.8,18.5298,73.9189,18.5525,73.8911,IT Park,Residential,Cloudy,Cold,,Moderate,Highway,0.0,Late Night,Weekday,No,Normal,2/6/2025,2255
Mumbai,Mumbai Central Bus Depot,Dadar Railway Station (nearby),198.19,SUV,405.4,18.972,72.8194,19.0258,72.8425,Bus Stand,Railway Station,Clear,Pleasant,,Low,City Road,0.0,Morning,Weekday,No,Normal,8/19/2025,3542
Mumbai,Infiniti Mall Malad,Malad,331.47,Sedan,714.8,19.1759,72.8397,19.1875,72.8489,Mall,Residential,Rain,Pleasant,Moderate,Low,City Road,0.0,Night,Weekday,Yes,Normal,7/1/2025,5005
Pune,Pimpri,Baner,134.75,SUV,761.5,18.6298,73.7997,18.5596,73.7768,Commercial,Residential,Clear,Very Hot,,Severe,City Road,2.0,Midday,Weekday,Yes,Normal,12/4/2025,2684
Pune,Kothrud,Aundh,70.33,Mini,230.4,18.5074,73.8077,18.559,73.8077,Residential,Residential,Clear,Hot,,High,,0.0,Midday,Weekend,No,Normal,10/4/2025,910
Pune,Kalyani Nagar (nearby),Phoenix Marketcity Mall,285.09,SUV,731.5,18.5525,73.8911,18.561,73.9169,Residential,Mall,Clear,Warm,,Moderate,City Road,2.0,Midday,Weekday,Yes,Festival,7/16/2025,5340
Bangalore,Hebbal,HSR Layout (nearby),330.57,XL,808.4,13.0358,77.597,12.9036,77.6387,Residential,Residential,Rain,Pleasant,Heavy,Moderate,City Road,3.0,Evening Rush,Weekend,No,Normal,9/13/2025,6947
Pune,Shivajinagar Bus Stand,Ruby Hall Clinic,41.15,Sedan,88.5,18.5312,73.8494,18.5362,73.8785,Bus Stand,Hospital,Clear,Very Hot,,Low,City Road,0.0,Midday,Weekend,No,Major Event,10/26/2025,861
Delhi,Dwarka,Karol Bagh (nearby),96.71,SUV,353.2,,77.046,28.6385,77.2021,Residential,Residential,Cloudy,Cold,,High,City Road,1.0,Evening Rush,Weekday,Yes,Festival,9/29/2025,2307
Mumbai,Phoenix Marketcity Kurla (nearby),St. Xavier's College,57.65,Comfort,56.2,19.0753,72.8758,18.9467,72.8296,Mall,College,Clear,Very Hot,,Low,Highway,0.0,Evening,Weekday,No,Normal,12/2/2025,946
Delhi,Karol Bagh,Rajiv Chowk Metro Station,139.83,XL,281.3,28.6519,77.1909,28.6328,77.2197,Residential,Metro Station,Rain,Warm,Light,Low,City Road,0.0,Midday,Weekday,No,Normal,11/24/2025,2619
Bangalore,Marathahalli,Tumkur City Centre,180.69,SUV,147.1,12.9569,77.7011,13.3379,77.1173,Commercial,Residential,Clear,Warm,,Moderate,Expressway,1.0,Evening Rush,Weekday,No,Normal,12/11/2025,3389
Hyderabad,Gachibowli IT Park (nearby),Inorbit Mall HITEC City (nearby),299.78,Auto,721.5,17.4298,78.3343,17.425,78.3943,IT Park,Mall,Heavy Rain,Pleasant,Moderate,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,3/10/2025,3594
Pune,Swargate Bus Stand (nearby),Aundh (nearby),260.81,Sedan,214.8,18.5076,73.8692,18.5589,73.8061,Bus Stand,Residential,Heavy Rain,Cold,Heavy,High,Expressway,1.0,Morning Rush,Weekday,No,Normal,5/6/2025,3868
Chennai,Phoenix Marketcity Chennai,Velachery,248.75,Sedan,597.9,12.9909,80.2183,12.9791,80.2211,Mall,Residential,Clear,Hot,,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,7/1/2025,3388
Delhi,JNU,Karol Bagh,141.6,Auto,184.4,28.5383,77.1641,28.6519,77.1909,College,Residential,Rain,Cold,Light,Severe,Highway,2.0,Evening,Weekday,No,Normal,3/21/2025,2024
Mumbai,Mumbai University Kalina,Powai Tech Park,336.74,Premium,1777.9,19.0728,72.8826,19.1176,72.906,College,IT Park,Cloudy,Cold,,Severe,City Road,2.0,Night,Weekday,No,Normal,5/15/2025,8036
Delhi,Noida Sector 62 IT Park,Rohini,189.04,SUV,683.0,28.627,77.372,28.7495,77.0565,IT Park,Residential,Cloudy,Pleasant,,High,City Road,0.0,Midday,Weekday,No,Normal,4/24/2025,3385
Pune,Aundh,Fergusson College,391.66,SUV,2186.1,18.559,73.8077,18.5236,73.838,Residential,College,Cloudy,Cold,,Severe,City Road,3.0,Night,Weekday,Yes,Normal,12/12/2025,6437
Hyderabad,Banjara Hills,HITEC City (nearby),254.02,Auto,213.4,17.4156,78.4347,17.4452,78.395,Residential,IT Park,Clear,Warm,,Low,Highway,0.0,Evening Rush,Weekend,Yes,Normal,9/6/2025,2728
Mumbai,Powai Tech Park,Powai Tech Park (nearby),51.38,Comfort,98.4,19.1176,72.906,19.1233,72.9038,IT Park,IT Park,Fog,Hot,,Low,City Road,0.0,Evening,Weekday,No,Normal,2/18/2025,896
Pune,Shivajinagar Railway Station,Shivajinagar Bus Stand (nearby),270.79,Pool,457.3,18.5308,73.8475,18.533,73.8612,Railway Station,Bus Stand,Clear,Hot,,Low,Rural Road,3.0,Midday,Weekday,No,Normal,9/5/2025,1987
Bangalore -> Chennai,"Electronic City, Bangalore","T Nagar, Chennai",130.72,Bike,101.9,,77.6602,13.0418,80.2341,Commercial,Residential,Clear,Pleasant,,High,Expressway,2.0,Morning Rush,Weekend,No,Normal,11/9/2025,1413
Bangalore,Kempegowda International Airport,HSR Layout (nearby),274.84,Bike,894.0,13.1986,77.7066,12.9036,77.6387,Airport,Residential,Cloudy,Cold,,High,City Road,4.0,Midday,Weekday,No,Normal,12/30/2025,2381
Mumbai,Lower Parel (nearby),St. Xavier's College (nearby),28.79,Bike,20.0,19.0089,72.8337,18.934,72.8319,Commercial,College,Clear,Pleasant,,Low,Expressway,2.0,Midday,Weekday,Yes,Normal,8/27/2025,516
Chennai,Phoenix Marketcity Chennai,Velachery,70.78,Bike,113.6,12.9909,80.2183,12.9791,80.2211,Mall,Residential,Rain,Warm,Moderate,Low,Rural Road,3.0,Midday,Weekday,No,Normal,2/12/2025,925
Delhi,Saket,DLF Mall of India Noida,342.44,XL,233.9,28.5245,77.2066,28.5679,77.326,Residential,Mall,Clear,Hot,,Moderate,Expressway,0.0,Midday,Weekend,Yes,Public Holiday,10/4/2025,6963
Pune,Swargate Bus Stand,Pune Railway Station,91.64,Auto,95.3,18.501,73.8607,18.5285,73.8744,Bus Stand,Railway Station,Fog,Cold,,High,Highway,2.0,Midday,Weekday,No,Normal,6/13/2025,1188
Bangalore,Manyata Tech Park (nearby),Kempegowda International Airport,334.98,Mini,274.7,13.0371,77.6323,13.1986,77.7066,IT Park,Airport,Rain,Cold,Moderate,Low,Highway,0.0,Late Night,Weekday,Yes,Normal,5/2/2025,4261
Delhi -> Chandigarh,"Kashmere Gate ISBT, Delhi",Chandigarh Sector 17,112.43,XL,83.0,28.6675,77.2273,30.7333,76.7794,Commercial,Bus Stand,Clear,Pleasant,,Moderate,Expressway,0.0,Night,Weekday,No,Normal,6/4/2025,2143
Bangalore,Koramangala,KSR Bangalore City Railway Station,257.51,Sedan,335.5,12.9352,77.6146,12.9767,77.5713,Residential,Railway Station,Clear,Warm,,Severe,Highway,2.0,Midday,Weekday,Yes,Normal,2/25/2025,3777
Mumbai,Vashi Navi Mumbai,Powai Tech Park (nearby),277.97,SUV,1593.5,19.0771,73.0053,19.1233,72.9038,Residential,IT Park,Clear,Pleasant,,Severe,City Road,4.0,Evening Rush,Weekend,No,Normal,8/30/2025,4577
Bangalore,Jayanagar,Koramangala (nearby),205.55,XL,1107.3,12.925,77.5938,12.9382,77.6054,Residential,Residential,Clear,Pleasant,,Severe,City Road,0.0,Evening Rush,Weekday,No,Normal,7/28/2025,4403
Chennai,Express Avenue Mall,Chennai Central Railway Station,122.82,Sedan,241.3,13.0594,80.2599,13.0827,80.2707,Mall,Railway Station,Rain,Cold,Light,Low,City Road,1.0,Night,Weekday,No,Normal,7/28/2025,2027
Pune -> Mumbai,Hinjewadi IT Park Phase 1,Andheri,85.85,Mini,83.2,18.5913,73.7389,19.1197,72.8468,IT Park,Commercial,Cloudy,Cold,,Low,Highway,0.0,Night,Weekday,No,Normal,7/31/2025,1163
Delhi,Indira Gandhi International Airport,Karol Bagh (nearby),14.24,Comfort,30.0,28.5562,77.1,28.6385,77.2021,Airport,Residential,Fog,Cold,,Low,City Road,1.0,Night,Weekday,Yes,Normal,8/5/2025,532
Delhi,New Delhi Railway Station,Connaught Place,122.27,Mini,102.8,28.643,77.2194,28.6315,77.2167,Railway Station,Commercial,Clear,Warm,,Low,Highway,1.0,Morning Rush,Weekday,Yes,Normal,11/27/2025,1796
Chennai,Velachery,Chennai International Airport (nearby),261.61,Auto,278.2,12.9791,80.2211,12.9908,80.1721,Residential,Airport,Clear,Pleasant,,Moderate,Highway,1.0,Evening,Weekday,No,Normal,8/15/2025,2964
Chennai,Phoenix Marketcity Chennai,Pondicherry City Centre,375.38,XL,387.6,12.9909,80.2183,11.9416,79.8083,Mall,Residential,Rain,Warm,Moderate,Moderate,Highway,0.0,Evening Rush,Weekday,Yes,Public Holiday,8/22/2025,7188
Mumbai,Ghatkopar Metro Station,Andheri,348.61,Bike,327.6,19.0857,72.9086,19.1197,72.8468,Metro Station,Commercial,Clear,Pleasant,,Low,Highway,0.0,Night,Weekday,No,Normal,12/16/2025,2996
Bangalore,Narayana Health City,Hebbal,306.66,Bike,313.9,12.8107,77.6858,13.0358,77.597,Hospital,Residential,Clear,Warm,,Moderate,Highway,3.0,Night,Weekday,No,Normal,5/28/2025,2881
Mumbai -> Pune,Andheri Metro Station,Baner,315.59,Sedan,208.3,19.1197,72.8468,18.5596,73.7768,Metro Station,Residential,Clear,Cold,,Low,Expressway,0.0,Late Night,Weekday,No,Normal,6/13/2025,4524
Chennai,T Nagar,Apollo Hospital Greams Road,266.33,Bike,660.6,13.0418,80.2341,13.0604,80.2496,Commercial,Hospital,Clear,Hot,,Moderate,City Road,2.0,Midday,Weekday,No,Normal,5/15/2025,2433
Pune,Magarpatta Cybercity,Swargate Bus Stand,104.85,Sedan,106.9,18.5158,73.9291,18.501,73.8607,IT Park,Bus Stand,Clear,Warm,,Moderate,Highway,1.0,Late Night,Weekday,No,Normal,10/2/2025,1785
Pune,Shivajinagar Bus Stand,Ruby Hall Clinic,362.97,Pool,721.5,18.5312,73.8494,18.5362,73.8785,Bus Stand,Hospital,Rain,Cold,Light,Low,City Road,4.0,Night,Weekend,Yes,Normal,9/27/2025,3216
Pune,Shivajinagar Railway Station,Swargate Bus Stand,268.62,Sedan,929.2,18.5308,73.8475,18.501,73.8607,Railway Station,Bus Stand,Clear,Warm,,High,City Road,4.0,Morning Rush,Weekday,Yes,Festival,9/16/2025,4114
Chennai,Chennai International Airport,Chennai Central Railway Station,224.62,Mini,213.0,12.9941,80.1709,13.0827,80.2707,Airport,Railway Station,Cloudy,Cold,,Low,Highway,0.0,Midday,Weekend,No,Normal,2/22/2025,2705
Hyderabad,Kukatpally,Apollo Hospital Jubilee Hills,45.28,Auto,38.6,17.4849,78.4138,17.4272,78.4076,Residential,Hospital,Clear,Hot,,High,Expressway,1.0,Night,Weekend,No,Normal,2/1/2025,845
Hyderabad,Secunderabad Railway Station,Gachibowli IT Park (nearby),179.38,Bike,622.2,17.4344,78.5017,17.4298,78.3343,Railway Station,IT Park,Clear,Warm,,High,City Road,1.0,Night,Weekend,Yes,Normal,8/3/2025,1867
Bangalore,Orion Mall,Manyata Tech Park,184.68,Sedan,511.8,13.0108,77.5551,13.045,77.62,Mall,IT Park,Rain,Cold,Moderate,Moderate,City Road,0.0,Late Night,Weekend,No,Normal,3/23/2025,3093
Delhi,AIIMS Delhi,DLF Mall of India Noida,345.96,Auto,1289.0,28.5672,77.21,28.5679,77.326,Hospital,Mall,Fog,Cold,,High,City Road,1.0,Evening Rush,Weekday,Yes,Normal,3/17/2025,3661
Hyderabad,Ameerpet Metro Station (nearby),Rajiv Gandhi Intl Airport (Shamshabad) (nearby),219.11,Auto,203.0,17.4467,78.4532,17.2329,78.442,Metro Station,Airport,Cloudy,Hot,,Low,Highway,1.0,Late Night,Weekday,No,Normal,4/25/2025,2487
Mumbai,Juhu,Infiniti Mall Malad,152.78,Mini,304.2,19.1075,72.8263,19.1759,72.8397,Residential,Mall,Clear,Cold,,Low,City Road,1.0,Night,Weekday,No,Normal,8/18/2025,1747
Pune,Phoenix Marketcity Mall,Phoenix Marketcity Mall (nearby),390.74,Mini,785.2,18.561,73.9169,18.5562,73.9246,Mall,Mall,Clear,Warm,,Low,City Road,0.0,Midday,Weekday,No,Normal,1/10/2025,4221
Bangalore,Kempegowda Bus Station (Majestic),Marathahalli,45.18,Auto,47.3,12.9767,77.5713,12.9569,77.7011,Bus Stand,Commercial,Clear,Pleasant,,High,Highway,0.0,Midday,Weekday,No,Normal,7/30/2025,647
Pune,EON IT Park Kharadi,Shivajinagar Bus Stand,169.6,Auto,110.1,18.5515,73.9345,18.5312,73.8494,IT Park,Bus Stand,Rain,Pleasant,Light,Low,Expressway,1.0,Late Night,Weekday,Yes,Public Holiday,4/16/2025,2430
Pune,Aundh,Wakad,17.77,SUV,44.6,18.559,73.8077,18.598,73.7629,Residential,Residential,Clear,Warm,,Moderate,City Road,0.0,Late Night,Weekend,No,Normal,1/5/2025,499
Bangalore,KSR Bangalore City Railway Station,Marathahalli,296.22,Auto,251.8,12.9767,77.5713,12.9569,77.7011,Railway Station,Commercial,Heavy Rain,Pleasant,Heavy,Low,Highway,1.0,Late Night,Weekday,No,Normal,3/7/2025,3700
Mumbai,Ghatkopar Metro Station,Thane,367.31,Bike,294.1,19.0857,72.9086,19.2183,,Metro Station,Residential,Cloudy,Warm,,High,Expressway,0.0,Morning Rush,Weekend,No,Normal,3/8/2025,3478
Bangalore,Christ University,Christ University (nearby),112.73,SUV,119.6,12.9345,77.6069,12.9233,77.5945,College,College,Clear,Hot,,Moderate,Highway,0.0,Midday,Weekday,Yes,Normal,9/11/2025,2034
Delhi,Kashmere Gate ISBT,Saket,343.48,Mini,238.2,28.6675,77.2273,28.5245,77.2066,Bus Stand,Residential,Cloudy,Very Hot,,Moderate,Expressway,0.0,Midday,Weekend,Yes,Normal,8/16/2025,3989
Mumbai,Dadar Railway Station (nearby),Juhu,117.6,Bike,91.9,19.0258,72.8425,19.1075,72.8263,Railway Station,Residential,Rain,Pleasant,Light,Moderate,Expressway,1.0,Late Night,Weekday,No,Normal,4/30/2025,1465
Chennai,Apollo Hospital Greams Road,Koyambedu (CMBT) Bus Stand,364.4,SUV,1320.9,13.0604,80.2496,13.07,80.1959,Hospital,Bus Stand,Clear,Very Hot,,High,City Road,0.0,Midday,Weekday,Yes,Normal,5/12/2025,6434
Mumbai,Colaba,Powai Tech Park,301.83,Bike,302.6,18.9067,72.8147,19.1176,72.906,Commercial,IT Park,Cloudy,Hot,,High,Highway,1.0,Midday,Weekday,Yes,Normal,2/6/2025,3000
Bangalore,Manipal Hospital Old Airport Road (nearby),Orion Mall,322.16,Mini,731.0,12.9667,77.6281,13.0108,77.5551,Hospital,Mall,Cloudy,Pleasant,,Low,City Road,0.0,Midday,Weekday,No,Normal,3/4/2025,3865
Mumbai,Bandra Kurla Complex (BKC),Powai Tech Park,8.18,XL,17.4,19.0665,72.8697,19.1176,72.906,IT Park,IT Park,Rain,Cold,Moderate,Low,City Road,0.0,Midday,Weekday,No,Normal,5/16/2025,529
Chennai,Chennai International Airport,T Nagar,385.16,Auto,787.8,12.9941,80.1709,13.0418,80.2341,Airport,Commercial,Fog,Pleasant,,Low,City Road,0.0,Morning Rush,Weekday,No,Normal,11/17/2025,4261
Chennai,Apollo Hospital Greams Road,Chennai Central Railway Station,290.94,XL,801.0,13.0604,80.2496,13.0827,80.2707,Hospital,Railway Station,Clear,Pleasant,,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,1/14/2025,5867
Pune,Shivajinagar Railway Station,Shivajinagar Bus Stand (nearby),122.6,SUV,307.0,18.5308,73.8475,18.533,73.8612,Railway Station,Bus Stand,Rain,Pleasant,Light,Moderate,City Road,5.0,Evening,Weekday,No,Normal,2/4/2025,2520
Hyderabad,Banjara Hills,Ameerpet,331.93,Sedan,903.4,17.4156,78.4347,17.4374,78.4487,Residential,Commercial,Clear,Warm,,Moderate,City Road,1.0,Evening,Weekday,Yes,Major Event,10/2/2025,5135
Delhi,Vasant Kunj,New Delhi Railway Station,113.33,Sedan,361.9,28.52,77.159,28.643,77.2194,Residential,Railway Station,Cloudy,Very Hot,,High,City Road,2.0,Late Night,Weekday,No,Normal,8/20/2025,1736
Delhi,Kashmere Gate ISBT,Noida Sector 62 IT Park,349.23,Auto,780.8,28.6675,77.2273,28.627,77.372,Bus Stand,IT Park,Clear,Cold,,Low,City Road,0.0,Night,Weekday,Yes,Normal,5/1/2025,3989
Mumbai,Malad,Bandra,45.92,Mini,39.8,19.1875,72.8489,19.0596,72.8295,Residential,Residential,Clear,Warm,,Severe,Expressway,5.0,Evening Rush,Weekday,Yes,Major Event,9/16/2025,1399
Hyderabad,Charminar,MGBS Bus Station (nearby),281.77,Mini,350.3,17.3616,78.4747,17.37,78.4989,Commercial,Bus Stand,Heavy Rain,Pleasant,Moderate,Severe,Highway,0.0,Midday,Weekday,Yes,Normal,9/12/2025,3934
Mumbai -> Pune,St. Xavier's College,Sassoon General Hospital,216.74,XL,165.8,18.9467,72.8296,18.5195,73.8664,College,Hospital,Clear,Hot,,High,Expressway,5.0,Midday,Weekend,Yes,Normal,5/24/2025,4148
Pune,Fergusson College,Pune Railway Station,39.52,Mini,107.2,18.5236,73.838,18.5285,73.8744,College,Railway Station,Cloudy,Warm,,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,1/29/2025,703
Hyderabad,Banjara Hills (nearby),HITEC City,97.52,Sedan,71.8,17.4182,78.4231,17.4483,78.3915,Residential,IT Park,Clear,Hot,,Low,Expressway,0.0,Midday,Weekday,No,Normal,1/8/2025,1404
Mumbai -> Pune,Bandra Kurla Complex (BKC),FC Road,5.95,Mini,5.8,19.0665,72.8697,18.5236,73.8412,IT Park,Commercial,Cloudy,Cold,,Moderate,Highway,4.0,Morning Rush,Weekend,No,Normal,12/21/2025,489
Delhi,Anand Vihar ISBT,Max Hospital Saket,188.04,Auto,144.2,28.6469,77.3152,28.5273,77.215,Bus Stand,Hospital,Clear,Hot,,Moderate,Expressway,1.0,Late Night,Weekday,Yes,Normal,8/18/2025,2190
Pune,Kalyani Nagar,Civil Court Metro Station,121.2,Auto,252.4,18.5474,73.9013,18.53,73.856,Residential,Metro Station,Cloudy,Warm,,Low,City Road,0.0,Night,Weekday,Yes,Major Event,4/8/2025,1822
