City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Mumbai,Powai Tech Park,Powai Tech Park (nearby),1.88,XL,11.2,19.1176,72.906,19.1285,72.9135,IT Park,IT Park,Cloudy,Warm,,High,City Road,1.0,Morning Rush,Weekday,No,Normal,2/18/2025,983
Delhi,Vasant Kunj (nearby),JNU,3.7,Auto,8.4,28.5143,77.1618,28.5383,77.1641,Residential,College,Clear,Hot,,Low,Rural Road,0.0,Late Night,Weekday,Yes,Normal,9/22/2025,30
Pune -> Mumbai,Mumbai University Kalina,Aundh,152.56,Bike,635.1,19.0728,72.8826,18.559,73.8077,College,Residential,Cloudy,,,Moderate,City Road,1.0,Late Night,Weekday,No,Normal,6/23/2025,1668
Pune,Shivajinagar Bus Stand,Magarpatta Cybercity (nearby),9.08,Bike,42.3,18.5312,73.8494,18.5298,73.9189,Bus Stand,IT Park,Clear,Pleasant,,Severe,Highway,3.0,Evening,Weekday,Yes,Public Holiday,8/14/2025,1799
Bangalore,Jayanagar,Silk Board Junction,4.33,XL,12.3,12.925,,12.9172,77.6228,Residential,Commercial,Cloudy,Pleasant,,Low,City Road,0.0,Night,Weekday,Yes,Normal,8/4/2025,30
Pune,FC Road,Vanaz Metro Station,6.52,Go,12.7,18.5236,73.8412,18.5023,73.8074,Commercial,Metro Station,Clear,Warm,,Severe,Expressway,0.0,Night,Weekday,Yes,Public Holiday,9/8/2025,51
Bangalore,Indiranagar,Kempegowda Bus Station (Majestic),9.52,Mini,18.0,12.9719,77.6412,12.9767,77.5713,Residential,Bus Stand,Cloudy,Pleasant,,Low,City Road,2.0,Late Night,Weekday,No,Major Event,7/22/2025,30
Bangalore,Jayanagar (nearby),Whitefield IT Park,22.47,Mini,113.6,12.9392,77.5819,12.9698,77.75,Residential,IT Park,Clear,Pleasant,,Severe,City Road,2.0,Morning,Weekend,No,Normal,5/31/2025,1982
Chennai,Express Avenue Mall,Anna University,7.35,Auto,25.9,13.0594,80.2599,13.0108,80.2353,Mall,College,Cloudy,Pleasant,,High,City Road,0.0,Midday,Weekday,Yes,Normal,11/28/2025,30
Hyderabad,MGBS Bus Station (nearby),MGBS Bus Station,1.06,Bike,5.4,17.37,78.4989,17.3753,78.4936,Bus Stand,Bus Stand,Cloudy,Pleasant,,Severe,Expressway,1.0,Evening Rush,Weekday,No,Normal,10/16/2025,1058
Delhi,Noida Sector 62 IT Park,JNU,26.57,Auto,41.7,28.627,77.372,28.5383,77.1641,IT Park,College,Clear,Very Hot,,Moderate,Highway,0.0,Evening,Weekend,Yes,Festival,11/15/2025,2404
Pune -> Mumbai,Shivajinagar Railway Station,Vashi Navi Mumbai,125.01,Sedan,174.3,18.5308,73.8475,19.0771,73.0053,Railway Station,Residential,Clear,Cold,,Low,Highway,6.0,Late Night,Weekday,Yes,Normal,9/22/2025,2168
Pune,Viman Nagar,Pimpri,21.21,Sedan,86.5,18.5679,73.9143,18.6298,73.7997,Residential,Commercial,Clear,Cold,,High,City Road,0.0,Night,Weekday,No,Normal,6/18/2025,1237
Pune,Wakad,Hinjewadi IT Park Phase 1,4.02,Sedan,12.2,18.598,73.7629,18.5913,73.7389,Residential,IT Park,Clear,Hot,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,2/27/2025,30
Hyderabad,Kukatpally,MGBS Bus Station,18.84,SUV,43.8,17.4849,78.4138,17.3753,78.4936,Residential,Bus Stand,Cloudy,Cold,,Moderate,City Road,1.0,Morning,Weekend,No,Normal,4/13/2025,897
Pune,Vanaz Metro Station,Fergusson College,5.98,Premium,15.2,18.5023,73.8074,18.5236,73.838,Metro Station,College,Clear,Warm,,Moderate,Highway,1.0,Night,Weekday,Yes,Normal,10/29/2025,70
Pune,Baner,Pimpri,11.91,Bike,34.1,18.5596,73.7768,,73.7997,Residential,Commercial,Clear,Warm,,Low,City Road,4.0,Midday,Weekday,No,Normal,8/19/2025,30
Pune,Hadapsar,Sassoon General Hospital,7.72,Sedan,16.9,18.5089,73.926,18.5195,73.8664,Commercial,Hospital,Cloudy,Cold,,Low,Highway,1.0,Midday,Weekday,No,Major Event,10/29/2025,30
Mumbai,Chhatrapati Shivaji Maharaj Intl Airport,Andheri Metro Station,5.02,SUV,9.5,19.0896,72.8656,19.1197,72.8468,Airport,Metro Station,Clear,Hot,,Low,City Road,0.0,Night,Weekday,Yes,Normal,9/4/2025,225
Hyderabad,Jubilee Hills (nearby),Jubilee Hills,1.54,Mini,7.8,17.428,78.4169,17.4326,78.4071,Residential,Residential,Clear,Warm,,Severe,Expressway,0.0,Late Night,Weekday,Yes,Public Holiday,2/25/2025,140
Chennai,T Nagar,Tidel Park,7.59,Black,30.4,13.0418,80.2341,12.9889,80.2437,Commercial,IT Park,Clear,Warm,,High,Highway,0.0,Midday,Weekday,Yes,Normal,10/8/2025,57
Bangalore,Jayanagar (nearby),Narayana Health City,22.47,Auto,45.2,12.9392,77.5819,12.8107,77.6858,Residential,Hospital,Fog,Pleasant,,Low,Expressway,0.0,Morning Rush,Weekday,No,Major Event,1/6/2025,693
Pune,Kalyani Nagar,Viman Nagar,3.9,Mini,12.0,18.5474,73.9013,18.5679,73.9143,Residential,Residential,Fog,Pleasant,,Low,City Road,2.0,Night,Weekend,Yes,Normal,7/13/2025,30
Pune,Kothrud,Savitribai Phule Pune University (nearby),6.45,Auto,15.8,18.5074,73.8077,18.5521,73.8189,Residential,College,Cloudy,Pleasant,,Moderate,Highway,2.0,Evening Rush,Weekday,Yes,Normal,5/12/2025,30
Hyderabad,Banjara Hills,Forum Sujana Mall Kukatpally,12.29,Sedan,96.1,17.4156,78.4347,17.493,78.4085,Residential,Mall,Fog,Pleasant,,Severe,,2.0,Morning,Weekday,No,Normal,7/21/2025,2600
Chennai,Adyar (nearby),Phoenix Marketcity Chennai,3.69,Comfort,13.6,12.9972,80.2453,12.9909,80.2183,Residential,Mall,Fog,Pleasant,,High,City Road,1.0,Night,Weekday,Yes,Normal,10/7/2025,669
Mumbai,Lower Parel (nearby),Powai Tech Park (nearby),16.89,Sedan,46.2,19.0089,72.8337,19.1233,72.9038,Commercial,IT Park,Cloudy,Cold,,Moderate,Highway,2.0,Morning Rush,Weekday,No,Major Event,5/27/2025,456
Pune,EON IT Park Kharadi,Kothrud,20.61,Mini,97.4,18.5515,73.9345,18.5074,73.8077,IT Park,Residential,Clear,Hot,,Severe,City Road,0.0,Evening Rush,Weekday,Yes,Normal,2/10/2025,1525
Hyderabad,Inorbit Mall HITEC City (nearby),HITEC City (nearby),2.66,,7.7,17.425,78.3943,17.4452,78.395,Mall,IT Park,Clear,Pleasant,,High,Highway,0.0,Evening,Weekday,Yes,Major Event,11/4/2025,1193
Delhi,DLF Mall of India Noida,Dwarka Sector 21 Metro (nearby),30.64,Sedan,62.7,28.5679,77.326,28.5539,77.0629,Mall,Metro Station,Cloudy,Warm,,Low,Highway,5.0,Late Night,Weekend,No,Normal,8/30/2025,335
Chennai,Chennai International Airport,Phoenix Marketcity Chennai,6.04,Mini,11.4,12.9941,80.1709,12.9909,80.2183,Airport,Mall,Cloudy,Warm,,Moderate,Highway,0.0,Evening,Weekday,Yes,Normal,7/25/2025,750
Bangalore,Mysore Palace Area,Manipal Hospital Old Airport Road,168.68,XL,469.7,12.2958,76.6394,12.9583,77.6408,Residential,Hospital,Clear,Pleasant,,High,City Road,3.0,Morning Rush,Weekday,No,Normal,5/16/2025,7175
Delhi,Rohini (nearby),New Delhi Railway Station,29.05,Mini,74.9,28.7601,77.0537,28.643,77.2194,Residential,Railway Station,Clear,Hot,,Moderate,Expressway,1.0,Midday,Weekday,No,Normal,5/9/2025,30
Delhi,Rajiv Chowk Metro Station,Noida Sector 62 IT Park,19.34,Bike,40.7,28.6328,77.2197,28.627,77.372,Metro Station,IT Park,Clear,Hot,,Low,City Road,0.0,Midday,Weekday,Yes,Normal,6/16/2025,30
Bangalore,Manipal Hospital Old Airport Road,HSR Layout (nearby),7.35,Sedan,13.4,12.9583,77.6408,12.9036,77.6387,,Residential,Cloudy,Cold,,Low,Expressway,0.0,Evening Rush,Weekend,No,Normal,3/16/2025,30
Bangalore,Kempegowda International Airport,Jayanagar (nearby),37.47,Auto,70.6,13.1986,77.7066,12.9392,77.5819,Airport,Residential,Rain,Cold,Light,Moderate,Highway,1.0,Morning Rush,Weekday,Yes,,12/19/2025,340
Delhi,Karol Bagh,Noida Sector 62 IT Park,19.44,SUV,29.4,28.6519,77.1909,28.627,77.372,Residential,IT Park,Clear,Pleasant,,High,Expressway,3.0,Night,Weekday,No,Normal,12/9/2025,1027
Chennai,Express Avenue Mall,T Nagar,4.58,Bike,13.2,13.0594,80.2599,13.0418,80.2341,Mall,Commercial,Clear,Warm,,Moderate,City Road,2.0,Morning,Weekday,Yes,Festival,8/15/2025,896
Pune,EON IT Park Kharadi,Sassoon General Hospital,10.34,Mini,32.7,18.5515,73.9345,18.5195,73.8664,IT Park,Hospital,Clear,Cold,,Moderate,City Road,1.0,Night,Weekday,No,Normal,5/7/2025,486
Bangalore,Koramangala 5th Block,Manipal Hospital Old Airport Road,5.14,Mini,12.1,12.9352,77.6146,12.9583,77.6408,Residential,Hospital,Clear,Pleasant,,Low,Highway,2.0,Evening Rush,Weekday,No,Normal,12/19/2025,30
Bangalore,Hebbal,Marathahalli,19.66,Premium,42.8,13.0358,77.597,12.9569,77.7011,Residential,Commercial,Storm,Warm,Moderate,Moderate,City Road,5.0,Night,Weekday,No,Normal,4/23/2025,3624
Hyderabad,Gachibowli IT Park,HITEC City (nearby),5.69,Auto,15.5,17.4401,78.3489,17.4452,78.395,IT Park,IT Park,Clear,Pleasant,,Low,City Road,0.0,Late Night,Weekday,No,Normal,3/4/2025,30
Hyderabad,Ameerpet,Secunderabad Railway Station,7.12,Auto,21.1,17.4374,78.4487,17.4344,78.5017,Commercial,Railway Station,Clear,Warm,,Moderate,City Road,0.0,Evening Rush,Weekday,No,Normal,7/22/2025,30
Pune,Ruby Hall Clinic,Shivajinagar Railway Station,4.73,Auto,10.7,18.5362,73.8785,18.5308,73.8475,Hospital,Railway Station,Cloudy,Cold,,Moderate,City Road,1.0,Midday,Weekday,Yes,Major Event,11/17/2025,30
Bangalore,Phoenix Marketcity Whitefield,Marathahalli (nearby),4.78,Auto,11.0,12.9974,77.6963,12.9624,77.7007,Mall,Commercial,Fog,Pleasant,,Moderate,Highway,0.0,Night,Weekday,No,Normal,1/9/2025,347
Bangalore,Koramangala,Hebbal,14.68,Mini,51.4,12.9352,77.6146,13.0358,77.597,Residential,Residential,Rain,Pleasant,Heavy,High,Highway,3.0,Midday,Weekday,Yes,Festival,5/21/2025,1013
Chennai,Tidel Park (nearby),AG-DMS Metro Station (nearby),7.43,Mini,21.4,13.002,80.2548,13.0569,80.2458,IT Park,Metro Station,Heavy Rain,Pleasant,Heavy,High,City Road,1.0,Midday,Weekday,Yes,Normal,2/11/2025,1339
Pune -> Mumbai,Vanaz Metro Station,Ghatkopar Metro Station,132.23,Sedan,180.6,18.5023,73.8074,19.0857,72.9086,Metro Station,Metro Station,Clear,Cold,,Low,Highway,1.0,Late Night,Weekend,Yes,Normal,3/30/2025,2453
Bangalore,MG Road Metro Station,Manyata Tech Park (nearby),8.34,XL,29.0,12.9757,77.608,13.0371,77.6323,Metro Station,IT Park,Heavy Rain,Pleasant,Heavy,High,Highway,0.0,Late Night,Weekend,Yes,Normal,12/6/2025,1789
Mumbai,Phoenix Marketcity Kurla (nearby),Andheri Metro Station (nearby),7.79,XL,18.7,19.0753,72.8758,19.1056,72.8366,Mall,Metro Station,Clear,Warm,,Moderate,Expressway,0.0,Midday,Weekday,Yes,Normal,4/18/2025,30
Chennai,OMR IT Corridor Sholinganallur,Adyar (nearby),14.1,XL,32.8,12.901,80.2279,12.9972,80.2453,IT Park,Residential,Clear,Pleasant,,Moderate,City Road,5.0,Late Night,Weekend,Yes,Normal,5/3/2025,30
Pune -> Mumbai,Aundh,Infiniti Mall Malad,165.65,Bike,356.3,18.559,73.8077,19.1759,72.8397,Residential,Mall,Rain,Cold,Light,Low,Expressway,0.0,Night,Weekend,No,Normal,4/6/2025,1562
Bangalore,Narayana Health City,Jayanagar (nearby),21.77,Premium,41.1,12.8107,77.6858,12.9392,77.5819,Hospital,Residential,Cloudy,Warm,,Low,City Road,0.0,Late Night,Weekend,Yes,Normal,1/11/2025,30
Delhi,Dwarka Sector 21 Metro,Select Citywalk Mall Saket,20.26,SUV,43.7,28.5522,77.0585,28.5285,77.219,Metro Station,Mall,Cloudy,Very Hot,,High,Highway,0.0,Evening,Weekday,No,Normal,4/16/2025,3449
Chennai,T Nagar,Anna Nagar,6.48,Comfort,30.2,13.0418,80.2341,13.085,80.2101,Commercial,Residential,Clear,Pleasant,,Severe,Highway,0.0,Evening Rush,,No,Normal,1/7/2025,90
Bangalore,Hebbal,Whitefield IT Park,22.7,Bike,30.9,13.0358,77.597,12.9698,77.75,Residential,IT Park,Cloudy,Pleasant,,Moderate,Expressway,2.0,Night,Weekday,No,Normal,3/25/2025,161
Pune,Pune Airport (Lohegaon),Pune Railway Station,8.79,Auto,45.3,18.5793,73.9089,18.5285,73.8744,Airport,Railway Station,Storm,Cold,Moderate,Severe,City Road,1.0,Night,Weekday,No,Normal,7/25/2025,4122
Chennai,Tidel Park,Chennai Central Railway Station,15.33,Auto,81.1,12.9889,80.2437,13.0827,80.2707,IT Park,Railway Station,Cloudy,Pleasant,,Severe,Highway,1.0,Late Night,Weekday,Yes,Normal,7/28/2025,1054
Pune,Pune Railway Station,Civil Court Metro Station,2.97,Auto,8.3,18.5285,73.8744,18.53,73.856,Railway Station,Metro Station,Clear,Pleasant,,Low,City Road,0.0,Late Night,Weekday,Yes,Normal,7/18/2025,30
Pune,Shivajinagar Railway Station,EON IT Park Kharadi,12.92,Bike,30.1,18.5308,73.8475,18.5515,73.9345,Railway Station,IT Park,Heavy Rain,Pleasant,Heavy,Low,City Road,0.0,Morning Rush,Weekend,No,Normal,5/3/2025,1164
Chennai,Chennai International Airport (nearby),Adyar (nearby),11.01,Go,20.6,12.9908,80.1721,12.9972,80.2453,Airport,Residential,Rain,Cold,Heavy,Low,City Road,0.0,Morning Rush,Weekday,No,Normal,12/30/2025,585
Pune,Savitribai Phule Pune University (nearby),Shivajinagar Bus Stand,4.0,Bike,9.8,18.5521,73.8189,18.5312,73.8494,College,Bus Stand,Heavy Rain,Cold,Moderate,Moderate,City Road,0.0,Night,Weekend,No,Normal,5/4/2025,1610
Chennai,Velachery,Anna Nagar,16.4,Auto,97.4,12.9791,80.2211,13.085,80.2101,Residential,Residential,Rain,Warm,Moderate,Severe,City Road,1.0,Evening Rush,Weekday,No,Normal,10/15/2025,2302
Bangalore -> Chennai,"Electronic City, Bangalore","T Nagar, Chennai",329.28,Auto,711.0,12.8452,77.6602,13.0418,80.2341,Commercial,Residential,Cloudy,Very Hot,,Severe,Expressway,0.0,Late Night,Weekday,No,Normal,7/24/2025,7849
Mumbai,Borivali Bus Depot,Bandra,23.5,SUV,33.7,19.2298,72.857,19.0596,72.8295,Bus Stand,Residential,Clear,Cold,,Low,Highway,0.0,Late Night,Weekday,Yes,Normal,12/24/2025,119
Bangalore,Narayana Health City,Kempegowda Bus Station (Majestic),29.44,Mini,69.9,12.8107,77.6858,12.9767,77.5713,Hospital,Bus Stand,Clear,Warm,,Moderate,Highway,1.0,Evening Rush,Weekday,Yes,Public Holiday,12/24/2025,30
Chennai,Koyambedu (CMBT) Bus Stand,Chennai International Airport (nearby),12.89,Black,32.3,13.07,80.1959,12.9908,80.1721,Bus Stand,Airport,Heavy Rain,Pleasant,Moderate,Moderate,City Road,0.0,Midday,Weekend,No,Normal,9/14/2025,1830
Mumbai,Virar,Borivali,34.39,Auto,181.9,19.455,72.8112,19.2307,72.8567,Residential,Residential,Clear,Pleasant,,Severe,City Road,4.0,Midday,Weekday,Yes,Normal,9/1/2025,516
Pune,Pune Railway Station,Fergusson College,4.89,Bike,28.8,18.5285,73.8744,18.5236,73.838,Railway Station,College,Clear,Pleasant,,Severe,City Road,0.0,Evening Rush,Weekday,No,Normal,1/20/2025,1184
Delhi,New Delhi Railway Station,Kashmere Gate ISBT,4.27,Pool,11.2,28.643,77.2194,28.6675,77.2273,Railway Station,Bus Stand,Rain,Pleasant,Moderate,Low,City Road,0.0,Night,Weekday,No,Normal,7/15/2025,432
Hyderabad -> Vijayawada,"MGBS Bus Station, Hyderabad",Vijayawada City Centre,262.77,Sedan,373.2,17.37,78.4989,16.5062,80.648,Commercial,Bus Stand,Clear,Warm,,High,Expressway,0.0,Evening,Weekday,No,Normal,5/9/2025,6466
Pune,Koregaon Park,Magarpatta Cybercity,5.52,SUV,23.6,18.5362,73.8938,18.5158,73.9291,Residential,IT Park,Fog,Cold,,Moderate,City Road,1.0,Night,Weekday,No,Normal,4/18/2025,649
Chennai,Koyambedu (CMBT) Bus Stand (nearby),AG-DMS Metro Station (nearby),7.13,Sedan,21.2,13.0764,80.1995,13.0569,80.2458,Bus Stand,Metro Station,Fog,Cold,,Moderate,City Road,0.0,Midday,Weekday,Yes,Normal,3/27/2025,84
Mumbai,Chhatrapati Shivaji Maharaj Terminus,Virar,73.69,Mini,413.8,18.9398,72.8355,19.455,72.8112,Railway Station,Residential,Heavy Rain,Pleasant,Heavy,High,City Road,1.0,Morning,Weekday,No,Normal,1/22/2025,4417
Delhi,Saket,Dwarka,21.33,Mini,32.7,28.5245,77.2066,28.5921,77.046,Residential,Residential,Clear,Cold,,Low,Highway,1.0,Late Night,Weekday,No,Normal,6/18/2025,30
Hyderabad,Jubilee Hills (nearby),Ameerpet Metro Station,4.27,SUV,8.8,17.428,78.4169,17.4374,78.4487,Residential,Metro Station,Clear,Pleasant,,Low,City Road,1.0,Late Night,Weekday,No,Normal,8/29/2025,30
Mumbai -> Pune,Fergusson College,Bandra,141.08,Mini,341.5,18.5236,73.838,19.0596,72.8295,College,Residential,Clear,Hot,,Moderate,Highway,2.0,Morning Rush,Weekday,No,Normal,7/10/2025,3164
Hyderabad,HITEC City,Jubilee Hills,3.24,SUV,6.4,17.4483,78.3915,17.4326,78.4071,IT Park,Residential,Clear,Hot,,Low,City Road,1.0,Evening Rush,Weekday,No,Normal,9/17/2025,30
Bangalore,Koramangala 1st Block,Christ University (nearby),3.55,Bike,9.8,12.928,77.622,12.9233,77.5945,Residential,College,Cloudy,Pleasant,,Moderate,Expressway,0.0,Late Night,Weekday,No,Normal,5/16/2025,30
Bangalore,RV College of Engineering,Whitefield IT Park,33.79,Bike,73.8,12.9237,77.4989,12.9698,77.75,College,IT Park,Clear,Pleasant,,Low,City Road,3.0,Morning Rush,Weekday,No,Normal,7/14/2025,339
Hyderabad,Banjara Hills,Rajiv Gandhi Intl Airport (Shamshabad),24.61,Sedan,45.5,17.4156,78.4347,17.2403,78.4294,Residential,Airport,Clear,Pleasant,,Low,Expressway,0.0,Morning Rush,Weekday,No,Normal,7/31/2025,118
Pune,Aundh,Fergusson College,7.57,Auto,17.0,18.559,73.8077,18.5236,73.838,Residential,College,Storm,Cold,Heavy,Low,Highway,1.0,Late Night,Weekday,Yes,Major Event,5/6/2025,2032
Bangalore,KSR Bangalore City Railway Station,Kempegowda International Airport,30.4,Sedan,29.5,12.9767,77.5713,13.1986,77.7066,Railway Station,Airport,Clear,Pleasant,,Low,Expressway,0.0,Morning,Weekday,No,Major Event,1/30/2025,1189
Hyderabad,MGBS Bus Station,Ameerpet,11.23,Mini,34.0,17.3753,78.4936,17.4374,78.4487,Bus Stand,Commercial,Cloudy,Pleasant,,Moderate,City Road,0.0,Morning Rush,Weekend,Yes,Normal,12/7/2025,34
Mumbai,Andheri,Borivali Bus Depot,14.22,Black,30.7,19.1197,72.8468,19.2298,72.857,Commercial,Bus Stand,Cloudy,Warm,,High,Highway,0.0,Night,Weekday,Yes,Festival,6/24/2025,659
Pune,Aundh (nearby),Pune Railway Station (nearby),9.31,Mini,47.6,18.5589,73.8061,18.5353,73.8681,Residential,Railway Station,Cloudy,Warm,,High,Rural Road,1.0,Evening Rush,Weekday,Yes,Normal,3/18/2025,30
Bangalore,Koramangala,Orion Mall,11.71,Sedan,20.0,12.9352,77.6146,13.0108,77.5551,Residential,Mall,Cloudy,Hot,,Moderate,Highway,0.0,Midday,Weekday,No,Normal,10/31/2025,30
Hyderabad,Ameerpet Metro Station,Forum Sujana Mall Kukatpally,10.36,Comfort,26.2,17.4374,78.4487,17.493,78.4085,Metro Station,Mall,Rain,Warm,Moderate,Low,City Road,0.0,Evening Rush,Weekday,No,Normal,7/2/2025,1426
Mumbai,Andheri Metro Station (nearby),Lilavati Hospital Bandra,6.61,Sedan,18.4,19.1056,72.8366,19.0509,72.8259,Metro Station,Hospital,Rain,Cold,Heavy,High,City Road,1.0,Evening Rush,Weekday,Yes,Normal,1/2/2025,1621
Delhi,Vasant Kunj,Select Citywalk Mall Saket,7.94,Sedan,22.7,28.52,77.159,28.5285,77.219,Residential,Mall,Fog,Pleasant,,Moderate,City Road,1.0,Late Night,Weekend,Yes,Public Holiday,5/24/2025,30
Pune,Wakad,EON IT Park Kharadi,23.87,Mini,82.7,18.598,73.7629,18.5515,73.9345,Residential,IT Park,Heavy Rain,Pleasant,Heavy,High,City Road,0.0,Evening Rush,Weekday,Yes,Normal,1/14/2025,2051
Bangalore,Manipal Hospital Old Airport Road,Manipal Hospital Old Airport Road (nearby),2.38,Mini,15.5,12.9583,77.6408,12.9635,77.6268,Hospital,Hospital,Cloudy,Pleasant,,Moderate,City Road,5.0,Morning Rush,Weekday,Yes,Normal,1/14/2025,161
Bangalore,KSR Bangalore City Railway Station,Koramangala 1st Block,10.44,SUV,22.9,12.9767,77.5713,12.928,77.622,Railway Station,Residential,Clear,Warm,,Low,Highway,0.0,Late Night,Weekday,No,Major Event,12/23/2025,30
Mumbai,Chhatrapati Shivaji Maharaj Intl Airport,Mumbai University Kalina,2.78,Bike,8.3,19.0896,72.8656,19.0728,72.8826,Airport,College,Clear,Warm,,High,Highway,0.0,Morning,Weekend,Yes,Normal,5/31/2025,699
Delhi,Dwarka,New Delhi Railway Station,23.55,Sedan,43.2,28.5921,77.046,28.643,77.2194,Residential,Railway Station,Clear,Pleasant,,Low,City Road,0.0,Morning,Weekday,No,Normal,5/7/2025,367
Chennai,Chennai International Airport (nearby),Adyar (nearby),9.83,Auto,28.7,12.9908,80.1721,12.9972,80.2453,Airport,Residential,Clear,Hot,,High,City Road,0.0,Midday,Weekend,No,Normal,4/19/2025,30
Delhi,Rohini (nearby),Kashmere Gate ISBT (nearby),27.08,SUV,69.1,28.7601,77.0537,28.6699,77.2166,Residential,Bus Stand,Clear,Pleasant,,Moderate,Highway,1.0,Morning Rush,Weekday,Yes,Public Holiday,2/7/2025,227
Mumbai,Lilavati Hospital Bandra (nearby),Chhatrapati Shivaji Maharaj Intl Airport,8.14,Auto,26.7,19.0498,72.8235,19.0896,72.8656,Hospital,Airport,Fog,Pleasant,,High,City Road,1.0,Morning,Weekday,Yes,Normal,12/30/2025,1360
Delhi,Select Citywalk Mall Saket (nearby),New Delhi Railway Station,13.4,Bike,36.5,28.5408,77.233,28.643,77.2194,Mall,Railway Station,Clear,Hot,,Low,City Road,0.0,Evening,Weekend,Yes,Public Holiday,9/28/2025,30
Delhi,Anand Vihar ISBT,Saket (nearby),25.37,Sedan,46.1,28.6469,77.3152,28.5189,77.1967,Bus Stand,Residential,Clear,Pleasant,,Low,Highway,0.0,Evening Rush,Weekend,No,Normal,1/26/2025,30
Mumbai,Bandra,Kokilaben Hospital Andheri,10.18,SUV,40.0,19.0596,72.8295,19.13,72.83,Residential,Hospital,Clear,Pleasant,,High,Highway,0.0,Late Night,Weekday,Yes,Normal,8/7/2025,373
Chennai,Koyambedu (CMBT) Bus Stand,Anna University (nearby),10.01,Sedan,25.9,13.07,80.1959,13.0078,80.2391,Bus Stand,College,Cloudy,Cold,,Moderate,City Road,3.0,Late Night,Weekday,No,Normal,4/29/2025,704
Chennai,Tidel Park (nearby),Koyambedu (CMBT) Bus Stand,12.3,Pool,40.4,13.002,80.2548,13.07,80.1959,IT Park,Bus Stand,Rain,Pleasant,Light,High,City Road,1.0,Late Night,Weekday,No,Normal,1/13/2025,226
Mumbai,Kokilaben Hospital Andheri,Bandra,10.75,Auto,31.3,19.13,72.83,19.0596,72.8295,Hospital,Residential,Rain,Cold,Light,Low,City Road,1.0,Night,Weekend,Yes,Normal,6/15/2025,30
Bangalore,Hebbal,Jayanagar,14.35,SUV,24.9,13.0358,77.597,12.925,77.5938,Residential,Residential,Clear,Very Hot,,High,Expressway,3.0,Midday,Weekday,No,Normal,8/4/2025,1035
Mumbai,Dadar Railway Station,Ghatkopar Metro Station,12.67,Sedan,26.0,19.0186,72.844,19.0857,72.9086,Railway Station,Metro Station,Clear,Hot,,High,Highway,3.0,Morning Rush,Weekday,Yes,Normal,2/21/2025,1338
Chennai,Anna University,AG-DMS Metro Station (nearby),7.6,Auto,18.6,13.0108,80.2353,13.0569,80.2458,College,Metro Station,Clear,Warm,,Low,Expressway,0.0,Morning Rush,Weekday,No,Normal,12/16/2025,91
Hyderabad,Osmania University,Inorbit Mall HITEC City,18.4,SUV,39.1,17.4126,78.5277,17.4344,78.3821,College,Mall,Cloudy,Pleasant,,Severe,Expressway,0.0,Evening Rush,Weekend,No,Major Event,9/21/2025,2227
Bangalore,Phoenix Marketcity Whitefield,Tumkur City Centre,86.46,Sedan,172.5,12.9974,77.6963,13.3379,77.1173,Mall,Residential,Clear,Pleasant,,Low,Expressway,0.0,Morning Rush,Weekend,No,Normal,3/30/2025,1262
Chennai,AG-DMS Metro Station,Koyambedu (CMBT) Bus Stand,7.15,Mini,19.4,13.0475,80.2437,13.07,80.1959,Metro Station,Bus Stand,Clear,Hot,,High,Expressway,2.0,Evening Rush,Weekend,No,Normal,1/18/2025,512
Bangalore,Orion Mall,HSR Layout,18.38,Mini,27.0,13.0108,77.5551,12.9116,77.6474,Mall,Residential,Rain,Cold,Moderate,Moderate,Highway,0.0,Late Night,Weekend,Yes,Normal,7/20/2025,989
Bangalore,KSR Bangalore City Railway Station,Christ University (nearby),8.8,Go,39.7,12.9767,77.5713,12.9233,77.5945,Railway Station,College,Storm,Pleasant,Heavy,Moderate,City Road,1.0,Late Night,Weekend,No,Normal,5/31/2025,1113
Mumbai,Powai Tech Park (nearby),Infiniti Mall Malad,10.68,XL,31.2,19.1233,72.9038,19.1759,72.8397,IT Park,Mall,Clear,Cold,,High,Expressway,0.0,Evening Rush,Weekday,Yes,Normal,12/26/2025,1006
Pune,Shivajinagar Railway Station (nearby),Shivajinagar Bus Stand (nearby),1.94,Mini,5.1,18.5176,73.8609,18.533,73.8612,Railway Station,Bus Stand,Clear,Cold,,High,Expressway,0.0,Late Night,Weekend,Yes,Festival,1/18/2025,559
Pune -> Mumbai,Hinjewadi IT Park Phase 2,Worli,124.11,Sedan,163.5,18.585,73.7307,19.0176,72.8162,IT Park,Residential,Fog,Cold,,Low,Highway,0.0,Late Night,Weekend,No,Normal,3/16/2025,2685
Chennai,AG-DMS Metro Station (nearby),T Nagar,3.53,Bike,7.0,13.0569,80.2458,13.0418,80.2341,Metro Station,Commercial,Cloudy,Warm,,Low,City Road,0.0,Midday,Weekend,Yes,Normal,2/1/2025,30
Mumbai,Lower Parel,Lower Parel (nearby),1.58,Bike,5.3,19.0,72.83,19.0089,72.8337,Commercial,Commercial,,Warm,,High,City Road,0.0,Evening Rush,Weekday,Yes,Normal,9/15/2025,30
